kode_politikus;politikus;kode_Kerabat;kerabat_politikus;tipe_kerabat
Q12508997;Rudolf Matzuoka Pardede;Q17411612;Tumpal Dorianus Pardede;PARENT
Q18421320;Rusdi Kirana;Q91087135;Kusnan Kirana;SIBLING
Q18421320;Rusdi Kirana;Q85990613;Davin Kirana;CHILD
Q10860321;Rusli Habibie;Q123290562;Idah Syahidah Rusli Habibie;SPOUSE
Q10860321;Rusli Habibie;Q106037365;Hamzah Habibie;PARENT
Q10860321;Rusli Habibie;Q106037408;Mohamad Alham Prasogo Habibie;CHILD
Q12509212;Rusydi Hamka;Q5645435;Hamka;PARENT
Q12509212;Rusydi Hamka;Q112368645;Sitti Raham;PARENT
Q7419814;Ryamizard Ryacudu;Q19943867;Musannif Ryacudu;PARENT
Q19752677;Rycko Menoza;Q10860115;Sjachroedin Zainal Pagaralam;PARENT
Q7387595;S. K. Trimurti;Q7429323;Sayuti Melik;SPOUSE
Q17411178;Sachrudin;Q130345427;Masturoh;SPOUSE
Q109451620;Safitri Malik Soulisa;Q109435960;Tagop Sudarsono Soulisa;SPOUSE
Q25467522;Sahbirin Noor;Q130473470;Wardatul Wartiah bin Abdul Samad;SIBLING
Q25467522;Sahbirin Noor;Q123710616;Sandi Fitrian Noor;CHILD
Q9072611;Sahrul Gunawan;Q106988389;Indriani Hadi;SPOUSE
Q12511575;Salahuddin Wahid;Q76167;Abdurrahman Wahid;SIBLING
Q12511575;Salahuddin Wahid;Q16188244;Lily Chodidjah Wahid;SIBLING
Q12511575;Salahuddin Wahid;Q56392155;Hasyim Wahid;SIBLING
Q12511575;Salahuddin Wahid;Q981398;Wahid Hasjim;PARENT
Q12511575;Salahuddin Wahid;Q100699623;Farida Salahuddin Wahid;SPOUSE
Q12511575;Salahuddin Wahid;Q65208272;Irfan Wahid;CHILD
Q12511575;Salahuddin Wahid;Q100699606;Iqbal Billy Wahid;CHILD
Q12511575;Salahuddin Wahid;Q100699609;Arina Sarawati Wahid;CHILD
Q109564051;Salim Mengga;Q25469539;Aladin S. Mengga;SIBLING
Q109564051;Salim Mengga;Q26818535;S. Mengga;PARENT
Q4202141;Sam Ratulangi;Q133310591;Zus Ratulangi;CHILD
Q19723964;Samanhudi Anwar;Q20278387;Echa Paramitha;SPOUSE
Q7416335;Sandiaga Uno;Q97306870;Mien R. Uno;PARENT
Q7416335;Sandiaga Uno;Q104897299;Indra Cahya Uno;SIBLING
Q7416335;Sandiaga Uno;Q104896292;Nur Asia;SPOUSE
Q7416335;Sandiaga Uno;Q65211999;Razif Halik Uno;PARENT
Q7416335;Sandiaga Uno;Q104896130;Amyra Atheefa Uno;CHILD
Q7416335;Sandiaga Uno;Q104896131;Anneesha Atheera Uno;CHILD
Q7416335;Sandiaga Uno;Q104896132;Sulaiman Saladdin Uno;CHILD
Q96988337;Saniatul Lativa;Q123725958;Ivanda Awalina Firdausi Sukandar;CHILD
Q96988337;Saniatul Lativa;Q109434195;Sukandar;SPOUSE
Q7424827;Sarwo Edhie Wibowo;Q101424647;Sunarti Sri Hadiyah;SPOUSE
Q7424827;Sarwo Edhie Wibowo;Q4200758;Kristiani Herrawati;CHILD
Q7424827;Sarwo Edhie Wibowo;Q7238276;Pramono Edhie Wibowo;CHILD
Q7424827;Sarwo Edhie Wibowo;Q12485356;Hartanto Edhie Wibowo;CHILD
Q7424827;Sarwo Edhie Wibowo;Q101424605;Mastuti Rahayu;CHILD
Q7424827;Sarwo Edhie Wibowo;Q101424664;Wrahasti Cendrawasih;CHILD
Q13096807;Sarwono Kusumaatmadja;Q106589509;Rezal Kusumaatmadja;CHILD
Q13096807;Sarwono Kusumaatmadja;Q106589466;Taslim Kusumaatmadja;PARENT
Q25469353;Satya Widya Yudha;Q96988678;Dyah Roro Esti;CHILD
Q25469353;Satya Widya Yudha;Q106043146;Satya Hangga Yudha Widya Putra;CHILD
Q109541228;Sayogo Hendrosubroto;Q7586175;Sri Oetari Ratna Dewi;SPOUSE
Q7429323;Sayuti Melik;Q7387595;S. K. Trimurti;SPOUSE
Q16178444;Selina Gita;Q109448985;Yopi Muthalib;SIBLING
Q72982690;Shaleh Muhamad Aldjufri;Q57171092;Saggaf bin Muhammad Aljufri;SIBLING
Q131406018;Sherly Tjoanda;Q97189463;Benny Laos;SPOUSE
Q6065704;Sigit Purnomo Said;Q16164381;Okie Agustina;SPOUSE
Q6065704;Sigit Purnomo Said;Q109450544;Dellia Wihelmina;SPOUSE
Q6065704;Sigit Purnomo Said;Q25465501;Kiesha Alvaro;CHILD
Q4264061;Sinta Nuriyah;Q3572174;Yenny Wahid;CHILD
Q4264061;Sinta Nuriyah;Q64824748;Alissa Qotrunnada;CHILD
Q4264061;Sinta Nuriyah;Q64824842;Anita Hayatunnufus;CHILD
Q4264061;Sinta Nuriyah;Q64824904;Inayah Wulandari;CHILD
Q4264061;Sinta Nuriyah;Q76167;Abdurrahman Wahid;SPOUSE
Q12515379;Sirajuddin Abbas;Q16162113;Abbas Qadhi Ladang Laweh;PARENT
Q12515425;Sis Tjakraningrat;Q116224715;Ruslan Tjakraningrat;SIBLING
Q12515425;Sis Tjakraningrat;Q135457435;Tjakraningrat XII;PARENT
Q109696393;Siti Aisyah Margareth Rose Soekarno Putri;Q76127;Sukarno;PARENT
Q109696393;Siti Aisyah Margareth Rose Soekarno Putri;Q106006489;Maharani Misma Suzanna Siregar;PARENT
Q12515516;Siti Hartati Murdaya;Q106659345;Murdaya Widyawimarta Poo;SPOUSE
Q12515516;Siti Hartati Murdaya;Q106659309;Prajna Murdaya;CHILD
Q12515516;Siti Hartati Murdaya;Q106670515;Karuna Murdaya;CHILD
Q12515516;Siti Hartati Murdaya;Q106670523;Metta Murdaya;CHILD
Q12515516;Siti Hartati Murdaya;Q106670530;Uppekha Murdaya;CHILD
Q56670739;Siti Jamaliah Lubis;Q105348151;Indra Sahnun Lubis;SIBLING
Q18421248;Siti Nurbaya Bakar;Q109426088;Ananda Tohpati;CHILD
Q10860115;Sjachroedin Zainal Pagaralam;Q12525388;Zainal Abidin Pagaralam;PARENT
Q10860115;Sjachroedin Zainal Pagaralam;Q19752677;Rycko Menoza;CHILD
Q10860115;Sjachroedin Zainal Pagaralam;Q61119038;Handitya Narapati;CHILD
Q12518358;Sjarifuddin Hasan;Q16187552;Inggrid Kansil;SPOUSE
Q7538599;Slamet Rahardjo;Q5395350;Eros Djarot;SIBLING
Q1306699;Soebandrio;Q111371455;Hurustiati Subandrio;SPOUSE
Q2550116;Soedjatmoko;Q7068774;Nugroho Wisnumurti;SIBLING
Q2550116;Soedjatmoko;Q106542118;Siti Wahyunah;SIBLING
Q44819;Soeharto;Q4201169;Tien Soeharto;SPOUSE
Q44819;Soeharto;Q3177695;Tommy Soeharto;CHILD
Q44819;Soeharto;Q7531876;Tutut Soeharto;CHILD
Q44819;Soeharto;Q12473900;Bambang Trihatmodjo;CHILD
Q44819;Soeharto;Q12514651;Sigit Harjojudanto;CHILD
Q44819;Soeharto;Q12515517;Titiek Soeharto;CHILD
Q44819;Soeharto;Q20278519;Mamiek Soeharto;CHILD
Q44819;Soeharto;Q100594730;Kertosudiro;PARENT
Q44819;Soeharto;Q100594739;Raden Roro Soekirah Atmosudiro;PARENT
Q109430931;Soetan Noeralamsjah;Q106537188;Mohammad Rasjad;PARENT
Q109430931;Soetan Noeralamsjah;Q119868891;Putri Amna;SPOUSE
Q109430931;Soetan Noeralamsjah;Q120549502;Tjandra Alamsjah;CHILD
Q109430931;Soetan Noeralamsjah;Q2470857;Sutan Sjahrir;SIBLING
Q109430931;Soetan Noeralamsjah;Q19740384;Soetan Sjahsam;SIBLING
Q109430931;Soetan Noeralamsjah;Q106542290;Poeti Siti Sjahrizad;SIBLING
Q109430931;Soetan Noeralamsjah;Q106537250;Siti Rabiah;PARENT
Q16182795;Sohibul Iman;Q17410890;Oded Muhammad Danial;SIBLING
Q16182795;Sohibul Iman;Q123879721;Dede Muhamad Muharam;SIBLING
Q7562833;Sophan Sophiaan;Q4264130;Widyawati;SPOUSE
Q7586175;Sri Oetari Ratna Dewi;Q109541228;Sayogo Hendrosubroto;SPOUSE
Q17411428;Sri Surya Widati;Q16182199;Idham Samawi;SPOUSE
Q17411443;Sudewa;Q123712582;Atik Kusdarwati;SPOUSE
Q69711711;Sufmi Dasco Ahmad;Q133842741;Ahmad Dakyan Suud;PARENT
Q25469637;Sugianto Sabran;Q12521447;Tika Panggabean;SPOUSE
Q96987568;Sugiono;Q123711358;Marlyn Maisarah;SPOUSE
Q2651718;Sugondo Djojopuspito;Q3580361;Suwarsih Djojopuspito;SPOUSE
Q12516581;Suharso Monoarfa;Q96989175;Nurhayati;SPOUSE
Q12516588;Suir Syam;Q132671021;Ahmad Fadly;CHILD
Q109434195;Sukandar;Q96988337;Saniatul Lativa;SPOUSE
Q109434195;Sukandar;Q123725958;Ivanda Awalina Firdausi Sukandar;CHILD
Q76127;Sukarno;Q468519;Fatmawati;SPOUSE
Q76127;Sukarno;Q4263050;Ratna Sari Dewi Soekarno;SPOUSE
Q76127;Sukarno;Q12486589;Inggit Garnasih;SPOUSE
Q76127;Sukarno;Q12515522;Siti Oetari;SPOUSE
Q76127;Sukarno;Q15621517;Haryati;SPOUSE
Q76127;Sukarno;Q15621546;Yurike Sanger;SPOUSE
Q76127;Sukarno;Q16180134;Hartini;SPOUSE
Q76127;Sukarno;Q16180493;Heldy Djafar;SPOUSE
Q76127;Sukarno;Q16187614;Kartini Manoppo;SPOUSE
Q76127;Sukarno;Q115008630;Amelia de la Rama;SPOUSE
Q76127;Sukarno;Q116608620;Sakiko Kanase;SPOUSE
Q76127;Sukarno;Q123740017;Maharani Wisma Susana Siregar;SPOUSE
Q76127;Sukarno;Q76179;Megawati Soekarnoputri;CHILD
Q76127;Sukarno;Q4264069;Guruh Soekarnoputra;CHILD
Q76127;Sukarno;Q12507600;Rachmawati Soekarnoputri;CHILD
Q76127;Sukarno;Q12517042;Sukmawati Soekarnoputri;CHILD
Q76127;Sukarno;Q15646490;Kartika Sari Dewi Soekarno;CHILD
Q76127;Sukarno;Q49247960;Guntur Soekarnoputra;CHILD
Q76127;Sukarno;Q64623725;Bayu Sukarnoputra;CHILD
Q76127;Sukarno;Q64623726;Taufan Sukarnoputra;CHILD
Q76127;Sukarno;Q64623728;Ayu Gembirowati;CHILD
Q76127;Sukarno;Q64623729;Toto Suryawan;CHILD
Q76127;Sukarno;Q19740372;Soekemi Sosrodihardjo;PARENT
Q76127;Sukarno;Q16182136;Ida Ayu Nyoman Rai;PARENT
Q12517042;Sukmawati Soekarnoputri;Q76179;Megawati Soekarnoputri;SIBLING
Q12517042;Sukmawati Soekarnoputri;Q4264069;Guruh Soekarnoputra;SIBLING
Q12517042;Sukmawati Soekarnoputri;Q15646490;Kartika Sari Dewi Soekarno;SIBLING
Q12517042;Sukmawati Soekarnoputri;Q49247960;Guntur Soekarnoputra;SIBLING
Q12517042;Sukmawati Soekarnoputri;Q76127;Sukarno;PARENT
Q12517042;Sukmawati Soekarnoputri;Q3335337;Mangkunegara IX;SPOUSE
Q12517042;Sukmawati Soekarnoputri;Q468519;Fatmawati;PARENT
Q12517042;Sukmawati Soekarnoputri;Q12503831;Paundrakarna;CHILD
Q12517042;Sukmawati Soekarnoputri;Q100576896;Putri Agung Suniwati;CHILD
Q12517042;Sukmawati Soekarnoputri;Q100576913;Muhammad Putra Perwira Utama;CHILD
Q12517042;Sukmawati Soekarnoputri;Q12507600;Rachmawati Soekarnoputri;SIBLING
Q131675604;Sulaiman Zakaria;Q131675661;Inggriani Ningrum;CHILD
Q131675604;Sulaiman Zakaria;Q131675656;Wagiarsih;SPOUSE
Q131675604;Sulaiman Zakaria;Q131675645;Umi Kalsum;PARENT
Q131675604;Sulaiman Zakaria;Q131675646;Sulung Zakaria;PARENT
Q12517315;Sultan Azmy Perkasa Alam Alhaj;Q25454584;Sultan Osman Al Sani Perkasa Alamsyah;PARENT
Q15487091;Sunaryati Hartono;Q4446092;Sunario Sastrowardoyo;PARENT
Q15487091;Sunaryati Hartono;Q12472734;Astrid Susanto;SIBLING
Q123290568;Supratman Andi Agtas;Q123726148;Abcandra Muhammad Akbar Supratman;CHILD
Q7647367;Surya Paloh;Q127790372;Rosita Barack;SPOUSE
Q7647367;Surya Paloh;Q49256793;Prananda Surya Paloh;CHILD
Q57405;Susilo Bambang Yudhoyono;Q4200758;Kristiani Herrawati;SPOUSE
Q57405;Susilo Bambang Yudhoyono;Q7805962;Agus Harimurti Yudhoyono;CHILD
Q57405;Susilo Bambang Yudhoyono;Q7806029;Edhie Baskoro Yudhoyono;CHILD
Q2470857;Sutan Sjahrir;Q106542118;Siti Wahyunah;SPOUSE
Q2470857;Sutan Sjahrir;Q116445881;Maria Duchateau;SPOUSE
Q2470857;Sutan Sjahrir;Q106537188;Mohammad Rasjad;PARENT
Q2470857;Sutan Sjahrir;Q106537250;Siti Rabiah;PARENT
Q2470857;Sutan Sjahrir;Q106542115;Siti Rabyah Parvati Sjahrir;CHILD
Q2470857;Sutan Sjahrir;Q106542126;Kriya Arsyah Sjahrir;CHILD
Q2470857;Sutan Sjahrir;Q19740384;Soetan Sjahsam;SIBLING
Q2470857;Sutan Sjahrir;Q106542290;Poeti Siti Sjahrizad;SIBLING
Q2470857;Sutan Sjahrir;Q109430931;Soetan Noeralamsjah;SIBLING
Q2470857;Sutan Sjahrir;Q112405523;Mahroezar;SIBLING
Q2470857;Sutan Sjahrir;Q112405719;Soetan Soeleimansjah;SIBLING
Q1755191;Sutan Takdir Alisjahbana;Q12498609;Mirta Kartohadiprodjo;CHILD
Q1755191;Sutan Takdir Alisjahbana;Q12511848;Samiati Alisjahbana;CHILD
Q1755191;Sutan Takdir Alisjahbana;Q12515796;Sofyan Alisjahbana;CHILD
Q1755191;Sutan Takdir Alisjahbana;Q12516064;Sri Artaria Alisjahbana;CHILD
Q1755191;Sutan Takdir Alisjahbana;Q16166175;Iskandar Alisjahbana;CHILD
Q1755191;Sutan Takdir Alisjahbana;Q106589855;Mario Alisjahbana;CHILD
Q1755191;Sutan Takdir Alisjahbana;Q106589808;Roro Sugiarti;SPOUSE
Q1755191;Sutan Takdir Alisjahbana;Q106589811;R.A Rohani Daha;SPOUSE
Q1755191;Sutan Takdir Alisjahbana;Q106589858;Margaret Axer;SPOUSE
Q1755191;Sutan Takdir Alisjahbana;Q120025938;Raden Alisyahbana;PARENT
Q1755191;Sutan Takdir Alisjahbana;Q120025623;Poeti Samiah;PARENT
Q7650060;Sutiyoso;Q115051498;Renny Sutiyoso;CHILD
Q4201482;Syafruddin Prawiranegara;Q131296670;Tengku Halimah Syehabuddin;SPOUSE
Q4201482;Syafruddin Prawiranegara;Q131298288;Arsjad Prawiraatmadja;PARENT
Q4201482;Syafruddin Prawiranegara;Q131298289;Noeraini;PARENT
Q4201482;Syafruddin Prawiranegara;Q16176817;Farid Prawiranegara;CHILD
Q25463204;Syahiran;Q123871039;Yunisra Syahiran;SPOUSE
Q10860301;Syahrul Yasin Limpo;Q16182111;Ichsan Yasin Limpo;SIBLING
Q10860301;Syahrul Yasin Limpo;Q97670113;Ayu Sri Harahap;SPOUSE
Q10860301;Syahrul Yasin Limpo;Q26818531;M. Yasin Limpo;PARENT
Q10860301;Syahrul Yasin Limpo;Q97590819;Indira Chunda Thita Syahrul;CHILD
Q10860301;Syahrul Yasin Limpo;Q97670139;Kemal Redindo Syahrul;CHILD
Q10860301;Syahrul Yasin Limpo;Q97670151;Rinra Sujiwa Syahrul;CHILD
Q96990793;Syamsurizal;Q126126658;Aminah;PARENT
Q96990793;Syamsurizal;Q126126612;Emir El Wahid;PARENT
Q7636656;Syarif Hamid II dari Pontianak;Q53952234;Sultan Syarif Muhammad Alkadrie;PARENT
Q25467279;Syukri Fadholi;Q25469542;Sitoresmi Prabuningrat;SPOUSE
Q56399344;Taj Yasin Maimoen;Q18421338;Maimun Zubair;PARENT
Q13097746;Tanri Abeng;Q108895908;Emil Abeng;CHILD
Q13097746;Tanri Abeng;Q129474077;Edwin Abeng;CHILD
Q17410877;Tengku Erry Nuradi;Q5257826;Tengku Rizal Nurdin;SIBLING
Q17410877;Tengku Erry Nuradi;Q131296689;Tengku Rafiah;PARENT
Q17410877;Tengku Erry Nuradi;Q131296691;Tengku Muhammad Nuruddin;PARENT
Q12520829;Tengku Firmansyah;Q11147717;Cindy Fatika Sari;SPOUSE
Q5257826;Tengku Rizal Nurdin;Q131296691;Tengku Muhammad Nuruddin;PARENT
Q5257826;Tengku Rizal Nurdin;Q131296689;Tengku Rafiah;PARENT
Q5257826;Tengku Rizal Nurdin;Q17410877;Tengku Erry Nuradi;SIBLING
Q61118532;Terbit Rencana Perangin Angin;Q123870589;Tiorita Br. Surbakti;SPOUSE
Q61118532;Terbit Rencana Perangin Angin;Q126485497;Dewa Rencana Perangin Angin;CHILD
Q61118532;Terbit Rencana Perangin Angin;Q126485531;Iskandar Perangin Angin;SIBLING
Q12521116;Tetty Kadi;Q109498197;Kadarusman Kadi;PARENT
Q12521116;Tetty Kadi;Q109498266;Bawono Yudo;SPOUSE
Q12521116;Tetty Kadi;Q109498234;Duhita Panchatantra;CHILD
Q12521116;Tetty Kadi;Q109498246;Simhala Avadana;CHILD
Q19744099;Teuku Rassya;Q4188193;Tamara Bleszynski;PARENT
Q106346430;Thariq Halilintar;Q109432872;Aaliyah Massaid;SPOUSE
Q106346430;Thariq Halilintar;Q56399385;Atta Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106346236;Sajidah Mutamimah Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106346581;Siti Fatimah Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106350673;Sohwa Mutamima Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106351038;Muhammad Al Fateh Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106351043;Muhammad Muntazar Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106351073;Abqariyyah Mutammimah Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106351356;Qahtan Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106351395;Saaih Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q106351411;Saleha Halilintar;SIBLING
Q106346430;Thariq Halilintar;Q20278444;Lenggogeni Faruk;PARENT
Q65210174;Thomas Djiwandono;Q6107118;Sudrajad Djiwandono;PARENT
Q65210174;Thomas Djiwandono;Q98635255;Biantiningsih Miderawati Djojohadikusumo;PARENT
Q4201169;Tien Soeharto;Q44819;Soeharto;SPOUSE
Q4201169;Tien Soeharto;Q3177695;Tommy Soeharto;CHILD
Q4201169;Tien Soeharto;Q7531876;Tutut Soeharto;CHILD
Q4201169;Tien Soeharto;Q12473900;Bambang Trihatmodjo;CHILD
Q4201169;Tien Soeharto;Q12514651;Sigit Harjojudanto;CHILD
Q4201169;Tien Soeharto;Q12515517;Titiek Soeharto;CHILD
Q4201169;Tien Soeharto;Q20278519;Mamiek Soeharto;CHILD
Q12515517;Titiek Soeharto;Q3177695;Tommy Soeharto;SIBLING
Q12515517;Titiek Soeharto;Q7531876;Tutut Soeharto;SIBLING
Q12515517;Titiek Soeharto;Q12473900;Bambang Trihatmodjo;SIBLING
Q12515517;Titiek Soeharto;Q12514651;Sigit Harjojudanto;SIBLING
Q12515517;Titiek Soeharto;Q20278519;Mamiek Soeharto;SIBLING
Q12515517;Titiek Soeharto;Q44819;Soeharto;PARENT
Q12515517;Titiek Soeharto;Q2107268;Prabowo Subianto;SPOUSE
Q12515517;Titiek Soeharto;Q4201169;Tien Soeharto;PARENT
Q12515517;Titiek Soeharto;Q17410486;Didit Hediprasetyo;CHILD
Q12521725;Tjahjo Kumolo;Q123712384;Rahajeng Widyaswari Tjahjo Kumolo;CHILD
Q135457435;Tjakraningrat XII;Q12515425;Sis Tjakraningrat;CHILD
Q135457435;Tjakraningrat XII;Q116224715;Ruslan Tjakraningrat;CHILD
Q4258815;Tjokorda Gde Raka Soekawati;Q104236621;Gusti Agung Niang Putu;SPOUSE
Q4258815;Tjokorda Gde Raka Soekawati;Q104236631;Gilberte Vincent;SPOUSE
Q4258815;Tjokorda Gde Raka Soekawati;Q15993516;Tjokorda Ngurah Wim Sukawati;CHILD
Q15993516;Tjokorda Ngurah Wim Sukawati;Q4258815;Tjokorda Gde Raka Soekawati;PARENT
Q15993516;Tjokorda Ngurah Wim Sukawati;Q104236588;Nelly Sukawati;SPOUSE
Q15993516;Tjokorda Ngurah Wim Sukawati;Q104236603;Tjokorda Istri Vera Partini Sukawati;CHILD
Q15993516;Tjokorda Ngurah Wim Sukawati;Q104236621;Gusti Agung Niang Putu;PARENT
Q12522317;Tri Rismaharini;Q106536089;Mochammad Chuzaini;PARENT
Q12522317;Tri Rismaharini;Q106536090;Djoko Saptoadji;SPOUSE
Q12522317;Tri Rismaharini;Q123883012;Fuad Benardi;CHILD
Q96988728;Trifena  Tinal;Q12491855;Klemen Tinal;SIBLING
Q123714732;Trinovi Khairani;Q109435954;Hendri Yanto Sitorus;SIBLING
Q123714732;Trinovi Khairani;Q123869922;Erni Ariyanti;SIBLING
Q123714732;Trinovi Khairani;Q25464531;Khairuddin Syah Sitorus;PARENT
Q76333;Try Sutrisno;Q12492964;Kunto Arief Wibowo;CHILD
Q49253199;Tsamara Amany Alatas;Q109773446;Ismail Fajrie Alatas;SPOUSE
Q17411611;Tubagus Haerul Jaman;Q25469489;Chasan Sochib;PARENT
Q17411611;Tubagus Haerul Jaman;Q94159823;Ratu Rapiah Suhaemi;PARENT
Q56524376;Umar Shihab;Q105970840;Syarifah Aisah Mengga Khadijah;SPOUSE
Q56524376;Umar Shihab;Q56511458;Ahmad Nizar Shihab;SIBLING
Q56524376;Umar Shihab;Q2840640;Alwi Shihab;SIBLING
Q56524376;Umar Shihab;Q55238732;M. Quraish Shihab;SIBLING
Q56524376;Umar Shihab;Q105970940;Ary Iftikhar Shihab;CHILD
Q56524376;Umar Shihab;Q55766298;Abdurrahman Shihab;PARENT
Q76306;Umar Wirahadikusumah;Q116213569;Rina Umar Wirahadikusumah;CHILD
Q6158256;Uya Kuya;Q61119107;Astrid Khairunisha;SPOUSE
Q6158256;Uya Kuya;Q107121004;Nino Kuya;CHILD
Q72242083;Valencia Tanoesoedibjo;Q15229725;Kevin Sanjaya Sukamuljo;SPOUSE
Q72242083;Valencia Tanoesoedibjo;Q12485373;Hary Tanoesoedibjo;PARENT
Q17410716;Venna Melinda;Q12482880;Ferry Irawan;SPOUSE
Q17410716;Venna Melinda;Q97306827;Ivan Fadilla Soedjoko;SPOUSE
Q17410716;Venna Melinda;Q17410444;Verrell Bramasta;CHILD
Q17410716;Venna Melinda;Q85988967;Athalla Naufal;CHILD
Q12523651;Verna Inkiriwang;Q123583249;Ellen Esther Pelealu;PARENT
Q12523651;Verna Inkiriwang;Q25467966;Piet Inkiriwang;PARENT
Q12523651;Verna Inkiriwang;Q123891590;Royke W. Kaloh;SPOUSE
Q17411636;Verrel Bramasta;Q17410716;Venna Melinda;PARENT
Q17410444;Verrell Bramasta;Q17410716;Venna Melinda;PARENT
Q25461550;Vicky Prasetyo;Q110103103;Kalina Ocktaranny;SPOUSE
Q981398;Wahid Hasjim;Q100699458;Sholihah Bisri;SPOUSE
Q981398;Wahid Hasjim;Q4202200;Hasyim Asyari;PARENT
Q981398;Wahid Hasjim;Q76167;Abdurrahman Wahid;CHILD
Q981398;Wahid Hasjim;Q12511575;Salahuddin Wahid;CHILD
Q981398;Wahid Hasjim;Q16188244;Lily Chodidjah Wahid;CHILD
Q981398;Wahid Hasjim;Q56392155;Hasyim Wahid;CHILD
Q981398;Wahid Hasjim;Q100699564;Aisyah Hamid Baidlowi Wahid;CHILD
Q981398;Wahid Hasjim;Q100699579;Umar Wahid;CHILD
Q17411648;Wahidin Halim;Q183581;Hassan Wirajuda;SIBLING
Q109496123;Weno Aulia;Q123070000;Diana Kartika;SPOUSE
Q109496123;Weno Aulia;Q12485387;Hasan Basri Durin;PARENT
Q109496123;Weno Aulia;Q124251174;Elyana Novira;SIBLING
Q109496123;Weno Aulia;Q124251350;Tika Medya;SIBLING
Q109496123;Weno Aulia;Q124251388;Aditya Durin;SIBLING
Q20668400;Willy Lasut;Q4201086;Arie Frederik Lasut;SIBLING
Q16548525;Wironegoro;Q16548523;Mangkubumi;SPOUSE
Q12524985;Yahya Zaini;Q123877445;Farah Savira;CHILD
Q56391957;Yaqut Cholil Qoumas;Q12478642;Cholil Bisri;PARENT
Q12525045;Yasonna Laoly;Q121142171;Yamitema Tirtajaya Laoly;CHILD
Q12525045;Yasonna Laoly;Q121142172;Jonathan Romy Laoly;CHILD
Q12525045;Yasonna Laoly;Q121142173;Fransisca Putri Askari Laoly;CHILD
Q12525045;Yasonna Laoly;Q121142174;Novrida Lisa Isabella Laoly;CHILD
Q12525045;Yasonna Laoly;Q121111108;Elisye Widya Ketaren;SPOUSE
Q464583;Yayuk Basuki;Q12516583;Suharyadi;SPOUSE
Q3572174;Yenny Wahid;Q76167;Abdurrahman Wahid;PARENT
Q3572174;Yenny Wahid;Q4264061;Sinta Nuriyah;PARENT
Q3572174;Yenny Wahid;Q100699609;Arina Sarawati Wahid;SIBLING
Q123871004;Yesi Endriani;Q25468883;Ramlan Nurmatias;SPOUSE
Q109448985;Yopi Muthalib;Q16178444;Selina Gita;SIBLING
Q12525286;Yorrys Raweyai;Q65204202;Thung Tjing Ek;PARENT
Q17410682;Yusuf Mansur;Q97307245;Wirda Mansur;CHILD
Q116216082;Zaharah Zakaria;Q116224838;Muhammad Yaqub;SPOUSE
Q116216082;Zaharah Zakaria;Q116266514;Sri Mei Linda Andika;CHILD
Q116216082;Zaharah Zakaria;Q116266516;Sri Afrianti;CHILD
Q116216082;Zaharah Zakaria;Q116266517;Wisra Okarianto;CHILD
Q116216082;Zaharah Zakaria;Q116266518;Wiwik Siti Aisyah;CHILD
Q116216082;Zaharah Zakaria;Q112167662;Zakaria bin Muhammad Amin;PARENT
Q116216082;Zaharah Zakaria;Q114185354;Mariah binti Ahmad;PARENT
Q7476059;Zainuddin MZ;Q131438475;Fikri Haikal MZ;CHILD
Q12525396;Zainuddin Rasad;Q123057007;Djamaloedin Rasad;SIBLING
Q12525396;Zainuddin Rasad;Q19734495;Sjahriar Rasad;CHILD
Q25466566;Zainudin Hasan;Q104154974;Siti Zaenab;PARENT
Q25466566;Zainudin Hasan;Q104154947;Hasan;PARENT
Q25466566;Zainudin Hasan;Q4260406;Zulkifli Hasan;SIBLING
Q112167662;Zakaria bin Muhammad Amin;Q114185354;Mariah binti Ahmad;SPOUSE
Q112167662;Zakaria bin Muhammad Amin;Q114868163;Siti Zainab binti Kimpal;SPOUSE
Q112167662;Zakaria bin Muhammad Amin;Q115480195;Syarafiah Norwawi binti Muhammad Amin;SIBLING
Q112167662;Zakaria bin Muhammad Amin;Q115481251;Siti Mariam binti Muhammad Amin;SIBLING
Q112167662;Zakaria bin Muhammad Amin;Q115481258;Ahmad Sanusi bin Muhammad Amin;SIBLING
Q112167662;Zakaria bin Muhammad Amin;Q115481262;Hasyim bin Muhammad Amin;SIBLING
Q112167662;Zakaria bin Muhammad Amin;Q115481266;Ahmad bin Muhammad Amin;SIBLING
Q112167662;Zakaria bin Muhammad Amin;Q115139919;Taraima;PARENT
Q112167662;Zakaria bin Muhammad Amin;Q115139908;Muhammad Amin;PARENT
Q112167662;Zakaria bin Muhammad Amin;Q114184240;Rinie Yuslina Fairuz Zakaria;CHILD
Q112167662;Zakaria bin Muhammad Amin;Q114189419;Azra'ie Zakaria;CHILD
Q112167662;Zakaria bin Muhammad Amin;Q114868103;Rita Puspa Zakaria;CHILD
