kode_politikus;politikus;kode_pendidikan;pendidikan
Q135509931;Said Syahrul Rahmad;Q12523350;Universitas Islam Sumatera Utara
Q135509931;Said Syahrul Rahmad;Q12523351;Universitas Islam Sultan Agung
Q135509931;Said Syahrul Rahmad;Q12523376;Universitas Medan Area
Q19731782;Saifudin Aswari Rivai;Q12523355;Universitas Jayabaya
Q97590743;Saiful Bahri Ruray;Q478044;Universitas Hasanuddin
Q97590743;Saiful Bahri Ruray;Q7408055;Universitas Sam Ratulangi
Q17411207;Saiful Rasyid;Q12523318;Universitas Dr. Soetomo
Q17411207;Saiful Rasyid;Q97570581;Institut Ilmu Pemerintahan Jakarta
Q12511505;Saifullah Yusuf;Q7894418;Universitas Nasional
Q96989158;Sakinah Aljufri;Q12513081;Universitas 'Aisyiyah Yogyakarta
Q12511575;Salahuddin Wahid;Q1579397;Institut Teknologi Bandung
Q16050056;Saleh Djasit;Q19732654;Sekolah calon perwira Indonesia
Q19745898;Saleh Husin;Q12523366;Universitas Krisnadwipayana
Q17411216;Saleh Lasata;Q10862512;Akademi Militer
Q12511628;Saleh P. Daulay;Q1111640;Colorado State University
Q12511628;Saleh P. Daulay;Q4200341;Universitas Sumatera Utara
Q12511628;Saleh P. Daulay;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q12511628;Saleh P. Daulay;Q74551587;Universitas Islam Negeri Syarif Hidayatullah Jakarta, Fakultas Syari'ah dan Hukum
Q96988317;Salim Fakhry;Q12523432;Universitas Pembinaan Masyarakat Indonesia
Q96988317;Salim Fakhry;Q97577624;Sekolah Tinggi Ilmu Ekonomi Ganesha
Q109564051;Salim Mengga;Q12471190;Akademi Tentara Nasional Indonesia
Q109564051;Salim Mengga;Q12513038;Sekolah Staf dan Komando Angkatan Darat
Q12511651;Salim Segaf Al-Jufri;Q1141959;Universitas Islam Madinah
Q133697926;Salomon Joseph Oratmangun;Q7896071;Universitas Pattimura
Q4202141;Sam Ratulangi;Q206702;Universitas Zürich
Q4202141;Sam Ratulangi;Q1065414;Universitas Vrije Amsterdam
Q19723964;Samanhudi Anwar;Q19744827;Universitas Panca Bhakti
Q109564167;Samsu Niang;Q7603607;Universitas Negeri Makassar
Q97590847;Samsudin Siregar;Q12523313;Universitas Darma Agung
Q106044474;Samsul Bahri;Q478044;Universitas Hasanuddin
Q106044474;Samsul Bahri;Q5643706;Universitas Haluoleo
Q109435951;Samsul Tanjung;Q4200341;Universitas Sumatera Utara
Q7416335;Sandiaga Uno;Q429561;Wichita State University
Q7416335;Sandiaga Uno;Q432637;Universitas George Washington
Q7416335;Sandiaga Uno;Q1847733;Universitas Pelita Harapan
Q108890977;Sandra Naholo;Q19735082;SMA Negeri 12 Bandung
Q105959361;Sang Nyoman Sedana Arta;Q1573634;Universitas Udayana
Q97192324;Santoso;Q4250919;Universitas Negeri Malang
Q85994151;Sanusi (politikus);Q12486124;Universitas Islam Negeri UIN Sunan Ampel Surabaya
Q85994151;Sanusi (politikus);Q67180070;Sekolah Tinggi Ilmu Ekonomi Mitra Indonesia
Q19731911;Sapto Amal Damandari;Q1145992;Universitas Gadjah Mada
Q109564168;Sarce Bandaso Tandiasik;Q12523368;Universitas Kristen Indonesia Paulus
Q109564168;Sarce Bandaso Tandiasik;Q30265565;Universitas Indonesia Timur
Q97590759;Sareh Wiyono;Q534515;Universitas Indonesia
Q97590759;Sareh Wiyono;Q3181122;Universitas Padjadjaran
Q12512226;Sarifuddin Sudding;Q12523408;Universitas Muslim Indonesia
Q9333940;Sartono;Q156598;Universitas Leiden
Q13096807;Sarwono Kusumaatmadja;Q1579397;Institut Teknologi Bandung
Q13096807;Sarwono Kusumaatmadja;Q1824905;Kolese Kanisius
Q25468237;Satono;Q6482697;Universitas Lampung
Q12512338;Satrio Budihardjo Joedono;Q1033335;Canisius University
Q109697546;Satya Chandra Wiguna;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q25469353;Satya Widya Yudha;Q7452397;Institut Teknologi Sepuluh Nopember
Q65676987;Sayed Muhammad Muliady;Q3958218;Universitas Syiah Kuala
Q97590579;Sb. Wiryanti Sukamdani;Q49115;Universitas Cornell
Q97590579;Sb. Wiryanti Sukamdani;Q12510564;SMA Negeri 3 Jakarta
Q109435955;Sebastianus Darwis;Q7683446;Universitas Tanjungpura
Q16178444;Selina Gita;Q4250926;Universitas Trisakti
Q49252263;Selly Andriany Gantina;Q3181122;Universitas Padjadjaran
Q110103262;Septina Primawati;Q7322177;Universitas Riau
Q58924768;Setiadi Reksoprodjo;Q12513114;Sekolah Tinggi Teknik Bandung
Q18421371;Setya Novanto;Q4250926;Universitas Trisakti
Q18421371;Setya Novanto;Q64575277;SMP Negeri 73 Jakarta
Q109432815;Setyo Sukarno;Q4200627;Universitas Diponegoro
Q132194903;Shaimoery Wignjo Soebroto;Q1145992;Universitas Gadjah Mada
Q72982690;Shaleh Muhamad Aldjufri;Q173959;Universitas Al-Azhar
Q72982690;Shaleh Muhamad Aldjufri;Q7089955;Universitas Islam Omdurman
Q72982690;Shaleh Muhamad Aldjufri;Q12522872;UIN Alauddin Makassar
Q131406018;Sherly Tjoanda;Q38881;Universits Ilmu Terapan Inholland
Q131406018;Sherly Tjoanda;Q7178629;Universitas Kristen Petra
Q17411356;Sigit Sosiantomo;Q7452397;Institut Teknologi Sepuluh Nopember
Q56416581;Sihar Sitorus;Q503419;Universitas Arizona
Q12514964;Simon Patrice Morin;Q3130435;Universitas Cenderawasih
Q97590595;Sirmadji;Q4250919;Universitas Negeri Malang
Q12515425;Sis Tjakraningrat;Q19752649;Rechtshoogeschool te Batavia
Q13097173;Siswono Yudo Husodo;Q1579397;Institut Teknologi Bandung
Q3118591;Siti Fadilah;Q534515;Universitas Indonesia
Q12515516;Siti Hartati Murdaya;Q4250926;Universitas Trisakti
Q17410763;Siti Mufattahah;Q1145992;Universitas Gadjah Mada
Q123219164;Siti Mukaromah;Q7894418;Universitas Nasional
Q123219164;Siti Mukaromah;Q74433163;IKA STAIN Purwokerto
Q85994401;Siti Muntamah;Q7452397;Institut Teknologi Sepuluh Nopember
Q85994401;Siti Muntamah;Q7476068;Universitas Pasundan
Q18421248;Siti Nurbaya Bakar;Q2306715;Institut Pertanian Bogor
Q28355682;Siti Sukaptinah Sunaryo Mangunpuspito;Q2190504;Meer Uitgebreid Lager Onderwijs
Q28355682;Siti Sukaptinah Sunaryo Mangunpuspito;Q7428928;Hollandsch-Inlandsche School
Q106159996;Sitti Izzati Aziz;Q280361;Universitas Andalas
Q61118430;Sitti Rohmi Djalilah;Q12712165;Universitas Negeri Jakarta
Q97590769;Sjachrani Mataja;Q12511291;STIE-IPWI Jakarta
Q97590769;Sjachrani Mataja;Q12513063;Sekolah Tinggi Ilmu Administrasi Bina Banua
Q10860115;Sjachroedin Zainal Pagaralam;Q17997867;Akademi Kepolisian
Q12518358;Sjarifuddin Hasan;Q12523366;Universitas Krisnadwipayana
Q12518358;Sjarifuddin Hasan;Q12523435;Universitas Persada Indonesia YAI
Q61119233;Slamet;Q1573634;Universitas Udayana
Q97590540;Slamet Junaedi;Q64575776;SMA Tunas Harapan
Q17411397;Slamet Suryanto;Q20427430;Fakultas Keguruan dan Ilmu Pendidikan Universitas Sebelas Maret
Q109564130;Sodik Mudjahid;Q3181122;Universitas Padjadjaran
Q109564130;Sodik Mudjahid;Q3213529;Universitas Pendidikan Indonesia
Q103823834;Soedardjat Nataatmadja;Q10862512;Akademi Militer
Q106371979;Soedarmo;Q10862512;Akademi Militer
Q7553479;Soedarsono Hadisapoetro;Q1145992;Universitas Gadjah Mada
Q96988795;Soehartono;Q12523284;Universitas 17 Agustus 1945 Surabaya
Q17411407;Soekirman;Q4200341;Universitas Sumatera Utara
Q13097202;Soemarno Sosroatmodjo;Q3181122;Universitas Padjadjaran
Q96987607;Soepriyatno;Q2306715;Institut Pertanian Bogor
Q96987607;Soepriyatno;Q19752881;SMA Negeri 4 Surabaya
Q96987607;Soepriyatno;Q25462675;SMP Negeri 15 Surabaya
Q19740381;Soerjadi;Q1145992;Universitas Gadjah Mada
Q13097203;Soerjadi Soedirdja;Q10862512;Akademi Militer
Q25461524;Soerya Respationo;Q1145992;Universitas Gadjah Mada
Q6723714;Soesanto Tirtoprodjo;Q156598;Universitas Leiden
Q17411419;Soetjipto Soedjono;Q7452397;Institut Teknologi Sepuluh Nopember
Q12515789;Soewardi;Q10862512;Akademi Militer
Q25469801;Sofia Joesoef;Q4200297;Universitas Sriwijaya
Q56640236;Sofia Mubarika;Q492467;Universitas Auckland
Q56640236;Sofia Mubarika;Q1145992;Universitas Gadjah Mada
Q56640236;Sofia Mubarika;Q1192597;Universitas Kobe
Q7553781;Sofjan Wanandi;Q534515;Universitas Indonesia
Q7553781;Sofjan Wanandi;Q1824905;Kolese Kanisius
Q96986893;Sofyan Ali, S.Ag., S.H., M.Pd.;Q6127803;Universitas Jambi
Q12515797;Sofyan Djalil;Q49120;Universitas Tufts
Q12515797;Sofyan Djalil;Q534515;Universitas Indonesia
Q6668945;Sofyan Tan;Q7894416;Universitas Methodist Indonesia
Q16182795;Sohibul Iman;Q274486;Universitas Waseda
Q16182795;Sohibul Iman;Q534845;Takushoku University
Q16182795;Sohibul Iman;Q845138;Japan Advanced Institute of Science and Technology
Q16182795;Sohibul Iman;Q2306715;Institut Pertanian Bogor
Q12515831;Soleh Solahudin;Q2306715;Institut Pertanian Bogor
Q96987974;Sondang Tiar Debora Tampubolon;Q1579397;Institut Teknologi Bandung
Q25464492;Soni Sumarsono;Q1057398;Institut Manajemen Asia
Q25464492;Soni Sumarsono;Q1145992;Universitas Gadjah Mada
Q85994491;Sonny T. Danaparamita;Q13098258;Universitas Jember
Q28485093;Sonny Tandra;Q12523463;Universitas Sintuwu Maroso
Q109440724;Sowa'a Laoli;Q19751985;Institut Pemerintahan Dalam Negeri
Q96988747;Sri Kustina;Q4200297;Universitas Sriwijaya
Q96988747;Sri Kustina;Q57947176;SMA Xaverius 1 Palembang
Q123334246;Sri Meliyana;Q4200297;Universitas Sriwijaya
Q3177708;Sri Mulyani Indrawati;Q457281;Universitas Illinois Urbana-Champaign
Q3177708;Sri Mulyani Indrawati;Q534515;Universitas Indonesia
Q17411470;Sri Redjeki Sumarjoto;Q534515;Universitas Indonesia
Q17411428;Sri Surya Widati;Q12510668;SMA Negeri 6 Yogyakarta
Q120221131;Sri Wahyuni;Q12523281;Universitas 17 Agustus 1945 Samarinda
Q96988767;Sri Wulan;Q350752;Universitas Islam Indonesia
Q96988767;Sri Wulan;Q12523351;Universitas Islam Sultan Agung
Q96988767;Sri Wulan;Q98768244;SMA Negeri 1 Jakenan
Q96988767;Sri Wulan;Q98768246;SMP Negeri 1 Jakenan
Q96988767;Sri Wulan;Q98768248;SD Negeri Dukuhmulyo 2
Q96988046;St. Ananta Wahana;Q7442749;Universitas Sebelas Maret
Q25465738;Stefanus Kaisma;Q3130435;Universitas Cenderawasih
Q25467604;Steven Kandouw;Q534515;Universitas Indonesia
Q17410907;Sturman Panjaitan;Q12471192;Akademi Angkatan Laut
Q20895185;Suaidi Marasabessy;Q10862512;Akademi Militer
Q109436638;Suardi Saleh;Q478044;Universitas Hasanuddin
Q97590748;Suasana Dachi;Q12510660;SMA Negeri 6 Padang
Q96987564;Subarna;Q12523326;Universitas Garut
Q96987564;Subarna;Q19744837;Universitas Siliwangi
Q18421453;Subiakto Tjakrawerdaya;Q534515;Universitas Indonesia
Q7631933;Subroto;Q534515;Universitas Indonesia
Q12516488;Subur Budhisantoso;Q534515;Universitas Indonesia
Q17411442;Sudarsono;Q47927;Universitas Muhammadiyah Malang
Q17411443;Sudewa;Q4200627;Universitas Diponegoro
Q13097278;Sudi Silalahi;Q12471190;Akademi Tentara Nasional Indonesia
Q96987708;Sudin;Q109919422;STIE Pengembangan Bisnis Dan Manajemen
Q25471415;Sudirman;Q10862512;Akademi Militer
Q85994555;Sudirman Haji Uma;Q7894418;Universitas Nasional
Q18421410;Sudirman Said;Q432637;Universitas George Washington
Q25466194;Sudirman Zaini;Q1145992;Universitas Gadjah Mada
Q17411447;Sudjadi;Q1145992;Universitas Gadjah Mada
Q25468378;Sudjati;Q350752;Universitas Islam Indonesia
Q69711711;Sufmi Dasco Ahmad;Q4854741;Universitas Islam Bandung
Q69711711;Sufmi Dasco Ahmad;Q14933725;Universitas Islam Jakarta
Q69711711;Sufmi Dasco Ahmad;Q19735173;SMA Negeri 2 Manado
Q69711711;Sufmi Dasco Ahmad;Q19749142;Universitas Pancasila
Q56393756;Sugeng Teguh Santoso;Q534515;Universitas Indonesia
Q19741452;Sugihono Karyosuwondo;Q4250926;Universitas Trisakti
Q96987568;Sugiono;Q835440;University of Konstanz
Q96987568;Sugiono;Q1681928;Universitas Norwich
Q96987568;Sugiono;Q7686944;SMA Taruna Nusantara
Q109436626;Sugirah;Q12513146;Sekolah tinggi keguruan dan ilmu pendidikan
Q85994581;Suhaili Fadhil Thohir;Q12523335;Universitas Islam Al-Azhar Mataram
Q5247068;Suharna Surapranata;Q534515;Universitas Indonesia
Q5247068;Suharna Surapranata;Q1579397;Institut Teknologi Bandung
Q12516581;Suharso Monoarfa;Q1579397;Institut Teknologi Bandung
Q12516588;Suir Syam;Q280361;Universitas Andalas
Q12516588;Suir Syam;Q1145992;Universitas Gadjah Mada
Q12516588;Suir Syam;Q12510277;SMA Negeri 1 Bukittinggi
Q109436699;Suka Harjono;Q12523455;Universitas Satyagama
Q96989140;Sukamta;Q1145992;Universitas Gadjah Mada
Q96989140;Sukamta;Q2738622;University of Salford
Q109434195;Sukandar;Q12523443;Universitas Putra Indonesia
Q76127;Sukarno;Q31204378;Technische Hoogeschool te Bandoeng
Q12517033;Sukawi Sutarip;Q4200627;Universitas Diponegoro
Q12517042;Sukmawati Soekarnoputri;Q1579397;Institut Teknologi Bandung
Q17411458;Sukmawijaya;Q19751985;Institut Pemerintahan Dalam Negeri
Q96987982;Sukur H Nababan;Q30265568;Universitas Amir Hamzah
Q17410425;Sultan Bachtiar Najamudin;Q534515;Universitas Indonesia
Q96987591;Sumail Abdullah;Q5643706;Universitas Haluoleo
Q19944312;Sumantri;Q1145992;Universitas Gadjah Mada
Q17410398;Sumarjati Arjoso;Q534515;Universitas Indonesia
Q17411471;Sunarna;Q12523307;Universitas Borobudur
Q97214398;Supardi;Q12523472;Universitas Tamansiswa Padang
Q12518079;Supiadin Aries Saputra;Q6004629;Immanuel College
Q123290568;Supratman Andi Agtas;Q478044;Universitas Hasanuddin
Q123290568;Supratman Andi Agtas;Q12523408;Universitas Muslim Indonesia
Q96987603;Supriyanto;Q1145992;Universitas Gadjah Mada
Q56391422;Surahman Hidayat;Q173959;Universitas Al-Azhar
Q56391422;Surahman Hidayat;Q25468649;Institut Agama Islam Darussalam Ciamis
Q85994779;Surya;Q12486659;Institut Teknologi Medan
Q7647367;Surya Paloh;Q12510684;SMA Negeri 7 Medan
Q7647367;Surya Paloh;Q12523350;Universitas Islam Sumatera Utara
Q983372;Suryadharma Ali;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q85994793;Suryadi Jaya Purnama;Q7895720;Universitas Mataram
Q109564305;Suryani;Q25465766;Sekolah Tinggi Ilmu Ekonomi Paripurna
Q17411486;Susaningtyas Nefo Handayani Kertapati;Q534515;Universitas Indonesia
Q123245287;Susi Marleny Bachsin;Q97577630;STIMA IMMI JAKARTA
Q57405;Susilo Bambang Yudhoyono;Q540280;United States Army Airborne School
Q57405;Susilo Bambang Yudhoyono;Q1115050;United States Army Command and General Staff College
Q57405;Susilo Bambang Yudhoyono;Q1438462;Fort Moore
Q57405;Susilo Bambang Yudhoyono;Q1465303;Webster University
Q57405;Susilo Bambang Yudhoyono;Q2306715;Institut Pertanian Bogor
Q57405;Susilo Bambang Yudhoyono;Q3418943;Ranger School
Q57405;Susilo Bambang Yudhoyono;Q7452397;Institut Teknologi Sepuluh Nopember
Q57405;Susilo Bambang Yudhoyono;Q10862512;Akademi Militer
Q7649147;Susno Duadji;Q17997867;Akademi Kepolisian
Q5247112;Suswono;Q2306715;Institut Pertanian Bogor
Q31173655;Sutan Adil Hendra;Q6127803;Universitas Jambi
Q31173655;Sutan Adil Hendra;Q12523350;Universitas Islam Sumatera Utara
Q2470857;Sutan Sjahrir;Q156598;Universitas Leiden
Q2470857;Sutan Sjahrir;Q214341;Universitas Amsterdam
Q31173139;Sutan Soripada Mulia;Q58667835;Kweekschool Fort de Kock
Q1755191;Sutan Takdir Alisjahbana;Q19752649;Rechtshoogeschool te Batavia
Q1755191;Sutan Takdir Alisjahbana;Q58667835;Kweekschool Fort de Kock
Q17411497;Sutarip Tulis Widodo;Q1579397;Institut Teknologi Bandung
Q25468924;Sutedjo;Q1145992;Universitas Gadjah Mada
Q7650060;Sutiyoso;Q12523284;Universitas 17 Agustus 1945 Surabaya
Q30309222;Sutrisna Wibawa;Q1145992;Universitas Gadjah Mada
Q109327036;Sutrisno;Q7894418;Universitas Nasional
Q17411510;Suyoto;Q14917501;UIN Maulana Malik Ibrahim
Q96987321;Syafiuddin;Q12523484;Universitas Wijaya Putra
Q85994827;Syafril Nursal;Q17997867;Akademi Kepolisian
Q96988279;Syafruddin  Maming;Q12523340;Universitas Islam Kalimantan Muhammad Arsyad Al-Banjary
Q19748688;Syahfan Badri Sampurno;Q534515;Universitas Indonesia
Q109441660;Syahlan;Q350752;Universitas Islam Indonesia
Q92409837;Syahrul;Q7894421;Universitas Terbuka
Q10860301;Syahrul Yasin Limpo;Q478044;Universitas Hasanuddin
Q96987303;Syaiful Bahri Anshori;Q2306715;Institut Pertanian Bogor
Q96987303;Syaiful Bahri Anshori;Q12523348;Universitas Islam Negeri Sunan Kalijaga Yogyakarta
Q109563759;Syaiful Huda;Q13098212;Universitas Islam Negeri Sunan Gunung Djati Bandung
Q17411522;Syaifullah Tamliha;Q1896627;Universitas Lambung Mangkurat
Q123219148;Syaikhul Islam;Q173959;Universitas Al-Azhar
Q123219148;Syaikhul Islam;Q1494353;Universitas Airlangga
Q12518350;Syamsu Djalal;Q10862512;Akademi Militer
Q17411524;Syamsu Rahim;Q1145992;Universitas Gadjah Mada
Q96988797;Syamsul Luthfi;Q12511113;SMP Negeri 2 Mataram
Q96988797;Syamsul Luthfi;Q97570484;Universitas Yappan
Q20426825;Syamsul Rakan Chaniago;Q1145992;Universitas Gadjah Mada
Q96990793;Syamsurizal;Q7322177;Universitas Riau
Q58341409;Syarif Abdullah Alkadrie;Q7683446;Universitas Tanjungpura
Q25466202;Syarif Fasha;Q4200297;Universitas Sriwijaya
Q7636656;Syarif Hamid II dari Pontianak;Q934782;Koninklijke Militaire Academie
Q109439762;Syarifudin Saafa;Q7408055;Universitas Sam Ratulangi
Q28723844;Sylviana Murni;Q12523355;Universitas Jayabaya
Q7663549;Sys NS;Q3806225;Institut Kesenian Jakarta
Q25467279;Syukri Fadholi;Q350752;Universitas Islam Indonesia
Q96987344;T. Khalid;Q19744754;Universitas Abulyatama
Q61119230;TB Soemandjaja;Q19744776;Universitas Ibn Khaldun Bogor
Q97590705;Tabrani Maamun;Q12523366;Universitas Krisnadwipayana
Q97590573;Tagore Abubakar;Q4200341;Universitas Sumatera Utara
Q120203151;Tahan Mangaraja Halomoan Sinaga;Q5629974;Universitas HKBP Nommensen
Q56400154;Tajuddin;Q17997867;Akademi Kepolisian
Q26236938;Tamanuri;Q97570094;STIE dan STMIK Jayakarta
Q26236938;Tamanuri;Q97572810;Politeknik STIA LAN Bandung
Q13097657;Tamara Geraldine;Q7894421;Universitas Terbuka
Q17410667;Tamsil Linrung;Q7603607;Universitas Negeri Makassar
Q31173947;Tan Aspan;Q10862512;Akademi Militer
Q13097746;Tanri Abeng;Q478044;Universitas Hasanuddin
Q25469479;Tanto Warsono Arban;Q3181122;Universitas Padjadjaran
Q12520009;Tarmizi Abdul Karim;Q3958218;Universitas Syiah Kuala
Q105728351;Taslim Azis;Q4854741;Universitas Islam Bandung
Q85994900;Tatang Zaenudin;Q12471193;Akademi Angkatan Udara
Q31174748;Tatong Bara;Q7408055;Universitas Sam Ratulangi
Q17411564;Taufan Gama Simatupang;Q12523376;Universitas Medan Area
Q17411565;Taufan Pawe;Q12523408;Universitas Muslim Indonesia
Q12520108;Taufiequrachman Ruki;Q17997867;Akademi Kepolisian
Q12520110;Taufik Basari;Q534515;Universitas Indonesia
Q12520112;Taufik Kurniawan;Q4200627;Universitas Diponegoro
Q28723587;Taufik Ridlo;Q610253;Universitas Yordania
Q13097776;Taufiq Effendi;Q1145992;Universitas Gadjah Mada
Q12520259;Tedjo Edhy Purdijatno;Q12471192;Akademi Angkatan Laut
Q12520259;Tedjo Edhy Purdijatno;Q52637569;Hang Tuah University
Q17411570;Teguh Juwarno;Q534515;Universitas Indonesia
Q17411570;Teguh Juwarno;Q12511060;SMP Negeri 1 Wonosobo
Q25463227;Teguh Prakosa;Q7442749;Universitas Sebelas Maret
Q17410877;Tengku Erry Nuradi;Q4200341;Universitas Sumatera Utara
Q109441955;Tengku Insyafuddin;Q4200341;Universitas Sumatera Utara
Q24284635;Tengku Mansur;Q1934491;STOVIA
Q5257826;Tengku Rizal Nurdin;Q10862512;Akademi Militer
Q12521107;Teten Masduki;Q3213529;Universitas Pendidikan Indonesia
Q12521116;Tetty Kadi;Q12523356;Universitas Jenderal Achmad Yani
Q120203983;Teuku Abdul Hafil Fuddin;Q10862512;Akademi Militer
Q109439954;Teuku Djohan;Q10862512;Akademi Militer
Q4259946;Teuku Muhammad Hasan;Q156598;Universitas Leiden
Q3958199;Teuku Nyak Arif;Q58667835;Kweekschool Fort de Kock
Q12521123;Teuku Riefky Harsa;Q534515;Universitas Indonesia
Q12521123;Teuku Riefky Harsa;Q1681928;Universitas Norwich
Q20278543;Teuku Taufiqulhadi;Q534515;Universitas Indonesia
Q20278543;Teuku Taufiqulhadi;Q13098258;Universitas Jember
Q22133134;Thabranie Daud;Q1145992;Universitas Gadjah Mada
Q10860412;Thaib Armaiyn;Q1145992;Universitas Gadjah Mada
Q17411225;Theo Leo Sambuaga;Q534515;Universitas Indonesia
Q102158228;Theodorus Marthen Wungubelen;Q7896000;Universitas Nusa Cendana
Q65210174;Thomas Djiwandono;Q579611;Haverford College
Q65210174;Thomas Djiwandono;Q1352632;Paul H. Nitze School of Advanced International Studies
Q65210174;Thomas Djiwandono;Q1824905;Kolese Kanisius
Q25462546;Thomas Trikasih Lembong;Q13371;Universitas Harvard
Q4250974;Tifatul Sembiring;Q97577681;SMP Negeri 40 Jakarta
Q20426847;Tigor Panusunan Siregar;Q4200341;Universitas Sumatera Utara
Q109430859;Timbul Prihanjoko;Q13098259;Universitas Merdeka Malang
Q96989085;Tina Nur Alam;Q5643706;Universitas Haluoleo
Q96989085;Tina Nur Alam;Q12510315;SMA Negeri 1 Kendari
Q96989085;Tina Nur Alam;Q12511017;SMP Negeri 1 Kendari
Q96989085;Tina Nur Alam;Q97597236;SDN I Kemaraya
Q13097956;Tina Toon;Q3267815;Universitas Bina Nusantara
Q12515517;Titiek Soeharto;Q534515;Universitas Indonesia
Q12515517;Titiek Soeharto;Q12504954;Perguruan Cikini
Q12521725;Tjahjo Kumolo;Q4200627;Universitas Diponegoro
Q12521725;Tjahjo Kumolo;Q12494364;Lembaga Ketahanan Nasional
Q135457435;Tjakraningrat XII;Q12501424;Opleiding School Voor Inlandsche Ambtenaren
Q17411590;Tjatur Sapto Edy;Q1579397;Institut Teknologi Bandung
Q109435936;Tjutjuk Sunario;Q12523407;Universitas Muhammadiyah Surabaya
Q112896197;Tonny M. Simanjuntak;Q19752732;Sekolah Tinggi Ilmu Manajemen Yayasan Keluarga Pahlawan Negara
Q17411599;Tonny Tesar;Q3130435;Universitas Cenderawasih
Q97590609;Tony Wardoyo;Q161982;Universitas Mainz
Q97590609;Tony Wardoyo;Q12509743;SD Merdeka
Q17411600;Topan Amrullah;Q6933777;Universitas Mulawarman
Q56399440;Tosari Widjaja;Q746592;Universitas Filipina
Q17411602;Tossy Aryanto;Q4250926;Universitas Trisakti
Q97307368;Toto Jumariono;Q10862512;Akademi Militer
Q17411603;Totok Daryanto;Q19745825;Universitas Gajayana
Q97590542;Tri Murny;Q7590080;St. Mary's Academy of Pasay
Q12522317;Tri Rismaharini;Q7452397;Institut Teknologi Sepuluh Nopember
Q109440368;Tri Suryadi;Q19744761;Universitas Bung Hatta
Q17411548;Tri Tamtomo;Q10862512;Akademi Militer
Q96988728;Trifena  Tinal;Q7010804;New Orleans University
Q17410908;Trimedya Panjaitan;Q3181122;Universitas Padjadjaran
Q17410908;Trimedya Panjaitan;Q19749142;Universitas Pancasila
Q17410908;Trimedya Panjaitan;Q31777795;SMA Negeri 30 Jakarta
Q19749057;Trinda Farhan Satria;Q1579397;Institut Teknologi Bandung
Q76333;Try Sutrisno;Q10862512;Akademi Militer
Q49253199;Tsamara Amany Alatas;Q12523423;Universitas Paramadina
Q49253199;Tsamara Amany Alatas;Q25066942;New Zealand School Jakarta
Q18421463;Tubagus Hasanuddin;Q7476068;Universitas Pasundan
Q18421463;Tubagus Hasanuddin;Q10862512;Akademi Militer
Q18421463;Tubagus Hasanuddin;Q52664799;Sekolah Tinggi Ilmu Ekonomi (STIE) Pasundan
Q25465878;Tubagus Iman Ariyadi;Q4250926;Universitas Trisakti
Q12522457;Tubagus Rizon Sofhani;Q2306715;Institut Pertanian Bogor
Q20895386;Tugimin;Q19744808;Universitas Mahaputra Muhammad Yamin
Q12522830;Tuty Alawiyah;Q12523349;Universitas Islam Negeri Syarif Hidayatullah Jakarta
Q17411632;UU Ruzhanul Ulum;Q19744837;Universitas Siliwangi
Q25466248;Umar Ahmad;Q6482697;Universitas Lampung
Q97590801;Umar Arsal;Q478044;Universitas Hasanuddin
Q97590801;Umar Arsal;Q97572683;SMAN I Ujung Pandang
Q85995027;Umar Sanusi;Q10862512;Akademi Militer
Q56524376;Umar Shihab;Q173959;Universitas Al-Azhar
Q56524376;Umar Shihab;Q478044;Universitas Hasanuddin
Q56524376;Umar Shihab;Q12522872;UIN Alauddin Makassar
Q25464672;Untung Wahono;Q2306715;Institut Pertanian Bogor
Q126901681;Urip Widodo;Q3181122;Universitas Padjadjaran
Q1350057;Utut Adianto;Q3181122;Universitas Padjadjaran
Q130371233;Uu Saiful Mikdar;Q12712165;Universitas Negeri Jakarta
Q6158256;Uya Kuya;Q534515;Universitas Indonesia
Q72242083;Valencia Tanoesoedibjo;Q487556;Universitas Sydney
Q123523274;Vanda Sarundajang;Q7894412;Universitas Kristen Indonesia
Q109444517;Vasko Ruseimy;Q534515;Universitas Indonesia
Q109444517;Vasko Ruseimy;Q12511198;SMP Negeri 5 Jakarta
Q109444517;Vasko Ruseimy;Q19745500;SMA Negeri 1 Jakarta
Q12523641;Velix Wanggai;Q1145992;Universitas Gadjah Mada
Q17410716;Venna Melinda;Q4250926;Universitas Trisakti
Q17410716;Venna Melinda;Q12510656;SMA Negeri 6 Jakarta
Q12523651;Verna Inkiriwang;Q7408055;Universitas Sam Ratulangi
Q12523651;Verna Inkiriwang;Q19734802;SMA Negeri 1 Manado
Q17410673;Vicky Lumentut;Q2306715;Institut Pertanian Bogor
Q17410673;Vicky Lumentut;Q7408055;Universitas Sam Ratulangi
Q85995056;Victor Joubert Lasut;Q17997867;Akademi Kepolisian
Q18421325;Victor Laiskodat;Q7426888;Universitas Kristen Satya Wacana
Q108895493;Victor Phaing;Q10862512;Akademi Militer
Q17410422;Virgie Baker;Q534515;Universitas Indonesia
Q96988012;Vita Ervina;Q1145992;Universitas Gadjah Mada
Q96988012;Vita Ervina;Q19749142;Universitas Pancasila
Q96988012;Vita Ervina;Q31778877;SMK Negeri 51 Jakarta
